mother	mother_year	mother_type	mother_date	mother_above_below	father	father_year	father_type	father_date	father_above_below	offspring_sample_id	offspring_year	offspring_type	offspring_date	assn_type	parent_type	geno_sex	offspring_sex
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0564	2014	reintro	2014-07-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0565	2014	reintro	2014-07-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0566	2014	reintro	2014-07-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0569	2014	reintro	2014-07-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0570	2014	reintro	2014-07-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0575	2014	reintro	2014-07-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0576	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0577	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0578	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0579	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0580	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0581	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0582	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0585	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0586	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0590	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0591	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0592	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0593	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0595	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0596	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0597	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0599	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0600	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0601	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0602	2014	reintro	2014-07-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0604	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0606	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0609	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0610	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0611	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0613	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0614	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0616	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0617	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0620	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0623	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0624	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0625	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0626	2014	reintro	2014-08-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0628	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0630	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0632	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0633	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0634	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0635	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0638	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0639	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0640	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0645	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0647	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0648	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0649	2014	reintro	2014-08-07	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0651	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0652	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0655	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0656	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0657	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0659	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0660	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0661	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0662	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0666	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0667	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0670	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0672	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0673	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0674	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0675	2014	reintro	2014-08-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0678	2014	reintro	2014-08-14	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0679	2014	reintro	2014-08-14	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0682	2014	reintro	2014-08-14	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0684	2014	reintro	2014-08-14	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0685	2014	reintro	2014-08-14	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0686	2014	reintro	2014-08-14	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0689	2014	reintro	2014-08-18	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0690	2014	reintro	2014-08-18	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0694	2014	reintro	2014-08-21	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0696	2014	reintro	2014-08-21	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0697	2014	reintro	2014-08-21	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0698	2014	reintro	2014-08-21	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0699	2014	reintro	2014-08-21	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0701	2014	reintro	2014-08-21	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0706	2014	reintro	2014-08-25	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0707	2014	reintro	2014-08-25	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0709	2014	reintro	2014-08-25	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0710	2014	reintro	2014-08-25	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0711	2014	reintro	2014-08-25	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0712	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0713	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0715	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0716	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0717	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0718	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0719	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0720	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0721	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0722	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0723	2014	reintro	2014-08-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0727	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0728	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0730	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0732	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0733	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0734	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0735	2014	reintro	2014-09-02	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0736	2014	reintro	2014-09-04	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0738	2014	reintro	2014-09-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0739	2014	reintro	2014-09-11	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0742	2014	reintro	2014-09-15	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0745	2014	reintro	2014-09-15	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0746	2014	reintro	2014-09-15	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0747	2014	reintro	2014-09-15	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0748	2014	reintro	2014-09-15	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0752	2014	reintro	2014-09-17	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0753	2014	reintro	2014-09-17	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0761	2014	reintro	2014-09-22	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0763	2014	reintro	2014-09-22	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0766	2014	reintro	2014-09-09	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0769	2014	reintro	2014-09-09	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_OP_14_0770	2014	reintro	2014-09-09	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_023	2015	carcass	2015-09-28	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_052	2015	carcass	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_072	2015	carcass	2015-09-28	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_233	2015	carcass	2015-09-21	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_237	2015	carcass	2015-09-21	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_238	2015	carcass	2015-09-21	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_273	2015	carcass	2015-09-28	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_001	2015	carcass	2015-08-31	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_054	2015	carcass	2015-08-24	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_055	2015	carcass	2015-08-24	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_071	2015	carcass	2015-09-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_161	2015	carcass	2015-10-05	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_BD_211	2015	carcass	2015-08-10	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_039	2015	carcass_above	2015-10-08	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_018	2015	carcass_above	2015-10-08	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_032	2015	carcass_above	2015-10-08	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_036	2015	carcass_above	2015-10-08	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_115	2015	carcass_above	2015-09-23	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_129	2015	carcass_above	2015-09-01	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_145	2015	carcass_above	2015-09-01	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_169	2015	carcass_above	2015-09-28	none	NA	M	M
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_003	2015	carcass_above	2015-07-01	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_005	2015	carcass_above	2015-09-28	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_009	2015	carcass_above	2015-09-28	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_022	2015	carcass_above	2015-10-08	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_062	2015	carcass_above	2015-10-08	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_C_AD_041	2015	carcass_above	2015-10-05	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_102	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_103	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_104	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_110	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_112	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_114	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_115	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_116	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_117	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_119	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_125	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_127	2015	reintro_above	2015-06-12	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_154	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_156	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_159	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_163	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_167	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_170	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_171	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_172	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_174	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_175	2015	reintro_above	2015-06-23	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_238	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_239	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_240	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_242	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_243	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_249	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_251	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_259	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_263	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_265	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_267	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_269	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_273	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_274	2015	reintro_above	2015-07-07	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_275	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_276	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_279	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_282	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_290	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_292	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_302	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_304	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_306	2015	reintro_above	2015-07-20	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_338	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_341	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_343	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_345	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_348	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_350	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_355	2015	reintro_above	2015-07-30	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_356	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_360	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_362	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_363	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_364	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_373	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_376	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_377	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_380	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_381	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_382	2015	reintro_above	2015-08-03	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_387	2015	reintro_above	2015-08-11	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_390	2015	reintro_above	2015-08-11	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_404	2015	reintro_above	2015-08-11	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_407	2015	reintro_above	2015-08-11	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_410	2015	reintro_above	2015-08-11	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_413	2015	reintro_above	2015-08-11	none	NA	F	F
none	NA	NA	NA	NA	none	NA	NA	NA	NA	NS_15_OP_AD_414	2015	reintro_above	2015-08-18	none	NA	F	F
