offspring_sample_id	mother	father
NS_OP_14_0348	none	none
NS_OP_14_0354	none	none
NS_OP_14_0356	none	none
NS_OP_14_0358	none	none
NS_OP_14_0361	none	none
NS_OP_14_0362	none	none
NS_OP_14_0363	none	none
NS_OP_14_0364	none	none
NS_OP_14_0366	none	none
NS_OP_14_0367	none	none
NS_OP_14_0370	none	none
NS_OP_14_0371	none	none
NS_OP_14_0372	none	none
NS_OP_14_0373	none	none
NS_OP_14_0376	none	none
NS_OP_14_0382	none	none
NS_OP_14_0383	none	none
NS_OP_14_0384	none	none
NS_OP_14_0386	none	none
NS_OP_14_0387	none	none
NS_OP_14_0388	none	none
NS_OP_14_0389	none	none
NS_OP_14_0390	none	none
NS_OP_14_0391	none	none
NS_OP_14_0392	none	none
NS_OP_14_0396	none	none
NS_OP_14_0397	none	none
NS_OP_14_0398	none	none
NS_OP_14_0401	none	none
NS_OP_14_0402	none	none
NS_OP_14_0403	none	none
NS_OP_14_0405	none	none
NS_OP_14_0406	none	none
NS_OP_14_0407	none	none
NS_OP_14_0408	none	none
NS_OP_14_0409	none	none
NS_OP_14_0410	none	none
NS_OP_14_0413	none	none
NS_OP_14_0415	none	none
NS_OP_14_0416	none	none
NS_OP_14_0418	none	none
NS_OP_14_0419	none	none
NS_OP_14_0420	none	none
NS_OP_14_0425	none	none
NS_OP_14_0426	none	none
NS_OP_14_0427	none	none
NS_OP_14_0428	none	none
NS_OP_14_0429	none	none
NS_OP_14_0431	none	none
NS_OP_14_0434	none	none
NS_OP_14_0443	none	none
NS_OP_14_0444	none	none
NS_OP_14_0445	none	none
NS_OP_14_0446	none	none
NS_OP_14_0449	none	none
NS_OP_14_0450	none	none
NS_OP_14_0451	none	none
NS_OP_14_0453	none	none
NS_OP_14_0457	none	none
NS_OP_14_0458	none	none
NS_OP_14_0459	none	none
NS_OP_14_0462	none	none
NS_OP_14_0463	none	none
NS_OP_14_0464	none	none
NS_OP_14_0469	none	none
NS_OP_14_0471	none	none
NS_OP_14_0472	none	none
NS_OP_14_0476	none	none
NS_OP_14_0477	none	none
NS_OP_14_0478	NSant_11_SS_0168	none
NS_OP_14_0480	none	none
NS_OP_14_0481	none	none
NS_OP_14_0484	none	none
NS_OP_14_0486	none	none
NS_OP_14_0487	none	none
NS_OP_14_0491	none	none
NS_OP_14_0492	none	none
NS_OP_14_0494	none	none
NS_OP_14_0498	none	none
NS_OP_14_0499	none	none
NS_OP_14_0500	none	none
NS_OP_14_0501	none	none
NS_OP_14_0502	none	none
NS_OP_14_0503	none	none
NS_OP_14_0504	none	none
NS_OP_14_0505	none	none
NS_OP_14_0507	none	none
NS_OP_14_0509	none	none
NS_OP_14_0510	none	none
NS_OP_14_0512	none	none
NS_OP_14_0513	none	none
NS_OP_14_0515	none	none
NS_OP_14_0517	none	none
NS_OP_14_0519	none	none
NS_OP_14_0521	none	none
NS_OP_14_0523	none	none
NS_OP_14_0524	none	none
NS_OP_14_0525	none	none
NS_OP_14_0528	none	none
NS_OP_14_0529	none	none
NS_OP_14_0530	none	none
NS_OP_14_0531	none	none
NS_OP_14_0534	none	none
NS_OP_14_0535	none	none
NS_OP_14_0537	none	none
NS_OP_14_0539	none	none
NS_OP_14_0540	none	none
NS_OP_14_0541	none	none
NS_OP_14_0542	none	none
NS_OP_14_0543	none	none
NS_OP_14_0544	none	none
NS_OP_14_0545	none	none
NS_OP_14_0546	none	none
NS_OP_14_0548	none	none
NS_OP_14_0550	none	none
NS_OP_14_0553	none	none
NS_OP_14_0554	none	none
NS_OP_14_0556	none	none
NS_OP_14_0557	none	none
NS_OP_14_0559	none	none
NS_OP_14_0560	none	none
NS_OP_14_0561	none	none
NS_OP_14_0563	none	none
NS_OP_14_0564	none	none
NS_OP_14_0565	none	none
NS_OP_14_0566	none	none
NS_OP_14_0569	none	none
NS_OP_14_0570	none	none
NS_OP_14_0575	none	none
NS_OP_14_0576	none	none
NS_OP_14_0577	none	none
NS_OP_14_0578	none	none
NS_OP_14_0579	none	none
NS_OP_14_0580	none	none
NS_OP_14_0581	none	none
NS_OP_14_0582	none	none
NS_OP_14_0585	none	none
NS_OP_14_0590	none	none
NS_OP_14_0591	none	none
NS_OP_14_0592	none	none
NS_OP_14_0593	none	none
NS_OP_14_0595	none	none
NS_OP_14_0596	none	none
NS_OP_14_0597	none	none
NS_OP_14_0599	none	none
NS_OP_14_0600	none	none
NS_OP_14_0601	none	none
NS_OP_14_0602	none	none
NS_OP_14_0604	none	none
NS_OP_14_0606	none	none
NS_OP_14_0609	none	none
NS_OP_14_0610	none	none
NS_OP_14_0611	none	none
NS_OP_14_0613	none	none
NS_OP_14_0614	none	none
NS_OP_14_0616	none	none
NS_OP_14_0617	none	none
NS_OP_14_0620	none	none
NS_OP_14_0623	none	none
NS_OP_14_0624	none	none
NS_OP_14_0625	none	none
NS_OP_14_0626	none	none
NS_OP_14_0628	none	none
NS_OP_14_0630	none	none
NS_OP_14_0632	none	none
NS_OP_14_0633	none	none
NS_OP_14_0634	none	none
NS_OP_14_0635	none	none
NS_OP_14_0638	none	none
NS_OP_14_0639	none	none
NS_OP_14_0640	none	none
NS_OP_14_0645	none	none
NS_OP_14_0647	none	none
NS_OP_14_0648	none	none
NS_OP_14_0649	none	none
NS_OP_14_0651	none	none
NS_OP_14_0652	none	none
NS_OP_14_0655	none	none
NS_OP_14_0656	none	none
NS_OP_14_0657	none	none
NS_OP_14_0659	none	none
NS_OP_14_0660	none	none
NS_OP_14_0661	none	none
NS_OP_14_0662	none	none
NS_OP_14_0666	none	none
NS_OP_14_0667	none	none
NS_OP_14_0670	none	none
NS_OP_14_0672	none	none
NS_OP_14_0673	none	none
NS_OP_14_0674	none	none
NS_OP_14_0675	none	none
NS_OP_14_0678	none	none
NS_OP_14_0679	none	none
NS_OP_14_0682	none	none
NS_OP_14_0684	none	none
NS_OP_14_0686	none	none
NS_OP_14_0689	none	none
NS_OP_14_0690	none	none
NS_OP_14_0694	none	none
NS_OP_14_0696	none	none
NS_OP_14_0697	none	none
NS_OP_14_0698	none	none
NS_OP_14_0699	none	none
NS_OP_14_0701	none	none
NS_OP_14_0706	none	none
NS_OP_14_0707	none	none
NS_OP_14_0709	none	none
NS_OP_14_0710	none	none
NS_OP_14_0711	none	none
NS_OP_14_0712	none	none
NS_OP_14_0713	none	none
NS_OP_14_0715	none	none
NS_OP_14_0716	none	none
NS_OP_14_0717	none	none
NS_OP_14_0718	none	none
NS_OP_14_0720	none	none
NS_OP_14_0721	none	none
NS_OP_14_0722	none	none
NS_OP_14_0723	none	none
NS_OP_14_0727	none	none
NS_OP_14_0728	none	none
NS_OP_14_0730	none	none
NS_OP_14_0732	none	none
NS_OP_14_0733	none	none
NS_OP_14_0734	none	none
NS_OP_14_0735	none	none
NS_OP_14_0736	none	none
NS_OP_14_0738	none	none
NS_OP_14_0739	none	none
NS_OP_14_0742	none	none
NS_OP_14_0745	none	none
NS_OP_14_0746	none	none
NS_OP_14_0747	none	none
NS_OP_14_0748	none	none
NS_OP_14_0752	none	none
NS_OP_14_0753	none	none
NS_OP_14_0761	none	none
NS_OP_14_0763	none	none
NS_OP_14_0766	none	none
NS_OP_14_0769	none	none
NS_OP_14_0770	none	none
NS_15_C_BD_023	none	none
NS_15_C_BD_052	none	none
NS_15_C_BD_072	none	none
NS_15_C_BD_233	none	none
NS_15_C_BD_237	none	none
NS_15_C_BD_238	none	none
NS_15_C_BD_001	none	none
NS_15_C_BD_055	none	none
NS_15_C_BD_065	none	NSant_11_SS_0670
NS_15_C_BD_071	none	none
NS_15_C_BD_161	none	none
NS_15_C_BD_163	NSant_11_SS_0286	none
NS_15_C_BD_211	none	none
NS_15_C_AD_039	none	none
NS_15_C_AD_018	none	none
NS_15_C_AD_032	none	none
NS_15_C_AD_036	none	none
NS_15_C_AD_115	none	none
NS_15_C_AD_129	none	none
NS_15_C_AD_145	none	none
NS_15_C_AD_169	none	none
NS_15_C_AD_003	none	none
NS_15_C_AD_005	none	none
NS_15_C_AD_009	none	none
NS_15_C_AD_022	none	none
NS_15_C_AD_062	none	none
NS_15_C_AD_041	none	none
NS_15_OP_AD_102	none	none
NS_15_OP_AD_103	none	none
NS_15_OP_AD_104	none	none
NS_15_OP_AD_110	none	none
NS_15_OP_AD_112	none	none
NS_15_OP_AD_114	none	none
NS_15_OP_AD_115	none	none
NS_15_OP_AD_116	none	none
NS_15_OP_AD_117	none	none
NS_15_OP_AD_119	none	none
NS_15_OP_AD_125	none	none
NS_15_OP_AD_127	none	none
NS_15_OP_AD_154	none	none
NS_15_OP_AD_156	none	none
NS_15_OP_AD_159	none	none
NS_15_OP_AD_163	none	none
NS_15_OP_AD_167	none	none
NS_15_OP_AD_170	none	none
NS_15_OP_AD_171	none	none
NS_15_OP_AD_172	none	none
NS_15_OP_AD_174	none	none
NS_15_OP_AD_175	none	none
NS_15_OP_AD_238	none	none
NS_15_OP_AD_239	none	none
NS_15_OP_AD_240	none	none
NS_15_OP_AD_242	none	none
NS_15_OP_AD_243	none	none
NS_15_OP_AD_249	none	none
NS_15_OP_AD_251	none	none
NS_15_OP_AD_259	none	none
NS_15_OP_AD_263	none	none
NS_15_OP_AD_265	none	none
NS_15_OP_AD_267	none	none
NS_15_OP_AD_269	none	none
NS_15_OP_AD_273	none	none
NS_15_OP_AD_274	none	none
NS_15_OP_AD_275	none	none
NS_15_OP_AD_276	none	none
NS_15_OP_AD_279	none	none
NS_15_OP_AD_282	none	none
NS_15_OP_AD_290	none	none
NS_15_OP_AD_292	none	none
NS_15_OP_AD_302	none	none
NS_15_OP_AD_304	none	none
NS_15_OP_AD_306	none	none
NS_15_OP_AD_338	none	none
NS_15_OP_AD_341	none	none
NS_15_OP_AD_343	none	none
NS_15_OP_AD_345	none	none
NS_15_OP_AD_348	none	none
NS_15_OP_AD_350	none	none
NS_15_OP_AD_355	none	none
NS_15_OP_AD_356	none	none
NS_15_OP_AD_360	none	none
NS_15_OP_AD_362	none	none
NS_15_OP_AD_363	none	none
NS_15_OP_AD_364	none	none
NS_15_OP_AD_373	none	none
NS_15_OP_AD_376	none	none
NS_15_OP_AD_377	none	none
NS_15_OP_AD_380	none	none
NS_15_OP_AD_381	none	none
NS_15_OP_AD_382	none	none
NS_15_OP_AD_387	none	none
NS_15_OP_AD_390	none	none
NS_15_OP_AD_404	none	none
NS_15_OP_AD_407	none	none
NS_15_OP_AD_410	none	none
NS_15_OP_AD_413	none	none
NS_15_OP_AD_414	none	none
NS_15_OP_AD_415	none	none
NS_15_OP_AD_417	none	none
NS_15_OP_AD_419	none	none
NS_15_OP_AD_423	none	none
NS_15_OP_AD_431	none	none
NS_15_OP_AD_432	none	none
NS_15_OP_AD_436	none	none
NS_15_OP_AD_437	none	none
NS_15_OP_AD_440	none	none
NS_15_OP_AD_441	none	none
NS_15_OP_AD_442	none	none
NS_15_OP_AD_443	none	none
NS_15_OP_AD_446	none	none
NS_15_OP_AD_449	none	none
NS_15_OP_AD_450	none	none
NS_15_OP_AD_451	none	none
NS_15_OP_AD_452	none	none
NS_15_OP_AD_453	none	none
NS_15_OP_AD_454	none	none
NS_15_OP_AD_455	none	none
NS_15_OP_AD_456	none	none
NS_15_OP_AD_480	none	none
NS_15_OP_AD_482	none	none
NS_15_OP_AD_493	none	none
NS_15_OP_AD_495	none	none
NS_15_OP_AD_497	none	none
NS_15_OP_AD_506	none	none
NS_15_OP_AD_507	none	none
NS_15_OP_AD_510	none	none
NS_15_OP_AD_513	none	none
NS_15_OP_AD_516	none	none
NS_15_OP_AD_520	none	none
NS_15_OP_AD_524	NSant_11_SS_0606	none
NS_15_OP_AD_525	none	none
NS_15_OP_AD_530	none	none
NS_15_OP_AD_532	none	none
NS_15_OP_AD_533	none	none
NS_15_OP_AD_534	none	none
NS_15_OP_AD_541	none	none
NS_15_OP_AD_546	none	none
NS_15_OP_AD_553	none	none
NS_15_OP_AD_554	none	none
NS_15_OP_AD_556	none	none
NS_15_OP_AD_563	none	none
NS_15_OP_AD_566	none	none
NS_15_OP_AD_568	none	none
NS_15_OP_AD_570	none	none
NS_15_OP_AD_572	none	none
NS_15_OP_AD_576	none	none
NS_15_OP_AD_577	none	none
NS_15_OP_AD_586	none	none
NS_15_OP_AD_588	none	none
NS_15_OP_AD_592	none	none
NS_15_OP_AD_600	none	none
NS_15_OP_AD_602	none	none
NS_15_OP_AD_603	none	none
NS_15_OP_AD_616	none	none
NS_15_OP_AD_617	none	none
NS_15_OP_AD_624	none	none
NS_15_OP_AD_631	none	none
NS_15_OP_AD_664	none	none
NS_15_OP_AD_099	none	none
NS_15_OP_AD_100	none	none
NS_15_OP_AD_101	none	none
NS_15_OP_AD_105	none	none
NS_15_OP_AD_107	none	none
NS_15_OP_AD_111	none	none
NS_15_OP_AD_118	none	none
NS_15_OP_AD_120	none	none
NS_15_OP_AD_121	none	none
NS_15_OP_AD_122	none	none
NS_15_OP_AD_123	none	none
NS_15_OP_AD_126	none	none
NS_15_OP_AD_155	none	none
NS_15_OP_AD_157	none	none
NS_15_OP_AD_160	none	none
NS_15_OP_AD_161	none	none
NS_15_OP_AD_164	none	none
NS_15_OP_AD_166	none	none
NS_15_OP_AD_169	none	none
NS_15_OP_AD_173	none	none
NS_15_OP_AD_241	none	none
NS_15_OP_AD_244	none	none
NS_15_OP_AD_245	none	none
NS_15_OP_AD_246	none	none
NS_15_OP_AD_247	none	none
NS_15_OP_AD_248	none	NSant_11_SS_0277
NS_15_OP_AD_252	none	none
NS_15_OP_AD_253	none	none
NS_15_OP_AD_254	none	none
NS_15_OP_AD_256	none	none
NS_15_OP_AD_258	none	none
NS_15_OP_AD_261	none	none
NS_15_OP_AD_262	none	none
NS_15_OP_AD_266	none	none
NS_15_OP_AD_268	none	none
NS_15_OP_AD_271	none	none
NS_15_OP_AD_272	none	none
NS_15_OP_AD_277	none	none
NS_15_OP_AD_280	none	none
NS_15_OP_AD_285	none	none
NS_15_OP_AD_286	none	none
NS_15_OP_AD_287	none	none
NS_15_OP_AD_289	none	none
NS_15_OP_AD_291	none	none
NS_15_OP_AD_298	none	NSant_11_SS_0671
NS_15_OP_AD_299	none	none
NS_15_OP_AD_300	none	none
NS_15_OP_AD_301	none	none
NS_15_OP_AD_303	none	none
NS_15_OP_AD_305	none	none
NS_15_OP_AD_307	none	none
NS_15_OP_AD_308	none	none
NS_15_OP_AD_309	none	none
NS_15_OP_AD_310	none	none
NS_15_OP_AD_312	none	none
NS_15_OP_AD_339	none	none
NS_15_OP_AD_340	none	none
NS_15_OP_AD_342	none	none
NS_15_OP_AD_344	none	none
NS_15_OP_AD_346	none	none
NS_15_OP_AD_349	none	none
NS_15_OP_AD_351	none	none
NS_15_OP_AD_352	none	none
NS_15_OP_AD_353	none	none
NS_15_OP_AD_354	none	none
NS_15_OP_AD_358	none	none
NS_15_OP_AD_359	none	none
NS_15_OP_AD_361	none	none
NS_15_OP_AD_365	none	none
NS_15_OP_AD_366	none	none
NS_15_OP_AD_367	none	none
NS_15_OP_AD_368	none	none
NS_15_OP_AD_369	none	none
NS_15_OP_AD_370	NS-SS_12_0149	none
NS_15_OP_AD_371	none	none
NS_15_OP_AD_372	none	none
NS_15_OP_AD_374	none	none
NS_15_OP_AD_375	none	none
NS_15_OP_AD_378	none	none
NS_15_OP_AD_383	none	none
NS_15_OP_AD_385	none	none
NS_15_OP_AD_388	none	none
NS_15_OP_AD_389	none	none
NS_15_OP_AD_391	none	none
NS_15_OP_AD_392	none	none
NS_15_OP_AD_393	none	none
NS_15_OP_AD_394	none	none
NS_15_OP_AD_395	none	none
NS_15_OP_AD_397	none	none
NS_15_OP_AD_398	none	none
NS_15_OP_AD_399	none	none
NS_15_OP_AD_400	none	none
NS_15_OP_AD_401	none	none
NS_15_OP_AD_402	none	none
NS_15_OP_AD_403	none	none
NS_15_OP_AD_405	none	none
NS_15_OP_AD_406	none	none
NS_15_OP_AD_408	none	none
NS_15_OP_AD_409	none	none
NS_15_OP_AD_412	none	none
NS_15_OP_AD_416	none	none
NS_15_OP_AD_418	none	none
NS_15_OP_AD_420	none	none
NS_15_OP_AD_421	none	none
NS_15_OP_AD_422	none	none
NS_15_OP_AD_426	none	none
NS_15_OP_AD_427	none	none
NS_15_OP_AD_428	none	none
NS_15_OP_AD_429	none	none
NS_15_OP_AD_430	none	none
NS_15_OP_AD_434	none	none
NS_15_OP_AD_438	none	none
NS_15_OP_AD_444	none	none
NS_15_OP_AD_445	none	none
NS_15_OP_AD_447	none	none
NS_15_OP_AD_448	none	none
NS_15_OP_AD_457	none	none
NS_15_OP_AD_458	none	none
NS_15_OP_AD_459	none	none
NS_15_OP_AD_460	none	none
NS_15_OP_AD_461	none	none
NS_15_OP_AD_462	none	none
NS_15_OP_AD_463	none	none
NS_15_OP_AD_465	none	none
NS_15_OP_AD_466	none	none
NS_15_OP_AD_467	none	none
NS_15_OP_AD_468	none	none
NS_15_OP_AD_469	none	none
NS_15_OP_AD_470	none	none
NS_15_OP_AD_471	none	none
NS_15_OP_AD_472	none	none
NS_15_OP_AD_473	none	none
NS_15_OP_AD_474	none	none
NS_15_OP_AD_476	none	none
NS_15_OP_AD_477	none	none
NS_15_OP_AD_478	none	none
NS_15_OP_AD_479	none	none
NS_15_OP_AD_483	none	none
NS_15_OP_AD_484	none	none
NS_15_OP_AD_485	none	none
NS_15_OP_AD_486	none	none
NS_15_OP_AD_487	none	none
NS_15_OP_AD_488	none	none
NS_15_OP_AD_489	none	none
NS_15_OP_AD_490	none	none
NS_15_OP_AD_491	none	none
NS_15_OP_AD_492	none	none
NS_15_OP_AD_494	none	none
NS_15_OP_AD_496	none	none
NS_15_OP_AD_501	none	none
NS_15_OP_AD_502	none	none
NS_15_OP_AD_503	none	none
NS_15_OP_AD_504	none	none
NS_15_OP_AD_508	none	none
NS_15_OP_AD_509	none	none
NS_15_OP_AD_511	none	none
NS_15_OP_AD_512	none	none
NS_15_OP_AD_514	NSant_11_SS_0744	none
NS_15_OP_AD_515	none	none
NS_15_OP_AD_517	none	none
NS_15_OP_AD_518	none	none
NS_15_OP_AD_519	none	none
NS_15_OP_AD_521	none	none
NS_15_OP_AD_523	none	none
NS_15_OP_AD_526	none	none
NS_15_OP_AD_527	none	none
NS_15_OP_AD_529	none	none
NS_15_OP_AD_531	none	none
NS_15_OP_AD_535	none	none
NS_15_OP_AD_536	none	none
NS_15_OP_AD_537	none	none
NS_15_OP_AD_538	none	none
NS_15_OP_AD_539	none	none
NS_15_OP_AD_540	none	none
NS_15_OP_AD_542	none	none
NS_15_OP_AD_543	none	none
NS_15_OP_AD_544	none	none
NS_15_OP_AD_547	none	none
NS_15_OP_AD_548	none	none
NS_15_OP_AD_549	none	none
NS_15_OP_AD_551	none	none
NS_15_OP_AD_552	none	none
NS_15_OP_AD_557	none	none
NS_15_OP_AD_558	none	none
NS_15_OP_AD_559	none	none
NS_15_OP_AD_560	none	none
NS_15_OP_AD_561	none	none
NS_15_OP_AD_564	none	none
NS_15_OP_AD_565	none	none
NS_15_OP_AD_567	none	none
NS_15_OP_AD_569	none	none
NS_15_OP_AD_571	none	none
NS_15_OP_AD_573	none	none
NS_15_OP_AD_574	none	none
NS_15_OP_AD_578	none	none
NS_15_OP_AD_579	none	none
NS_15_OP_AD_581	none	none
NS_15_OP_AD_582	none	none
NS_15_OP_AD_583	none	none
NS_15_OP_AD_584	none	none
NS_15_OP_AD_585	none	none
NS_15_OP_AD_587	none	none
NS_15_OP_AD_589	none	none
NS_15_OP_AD_590	none	none
NS_15_OP_AD_591	none	none
NS_15_OP_AD_596	none	none
NS_15_OP_AD_598	none	none
NS_15_OP_AD_599	none	none
NS_15_OP_AD_601	none	none
NS_15_OP_AD_604	none	none
NS_15_OP_AD_605	none	none
NS_15_OP_AD_606	none	none
NS_15_OP_AD_607	none	none
NS_15_OP_AD_609	none	none
NS_15_OP_AD_610	none	none
NS_15_OP_AD_611	none	none
NS_15_OP_AD_612	none	none
NS_15_OP_AD_613	none	none
NS_15_OP_AD_614	none	none
NS_15_OP_AD_618	none	none
NS_15_OP_AD_619	none	none
NS_15_OP_AD_620	none	none
NS_15_OP_AD_621	none	none
NS_15_OP_AD_622	none	none
NS_15_OP_AD_623	none	none
NS_15_OP_AD_625	none	none
NS_15_OP_AD_626	none	none
NS_15_OP_AD_629	none	none
NS_15_OP_AD_630	none	none
NS_15_OP_AD_633	none	none
NS_15_OP_AD_635	none	none
NS_15_OP_AD_637	none	none
NS_15_OP_AD_639	none	none
NS_15_OP_AD_657	none	NSant_11_SS_0655
NS_15_OP_AD_660	none	none
NS_15_OP_AD_661	none	none
NS_15_OP_AD_662	none	none
NS_15_OP_AD_666	none	none
NS_15_OP_AD_667	none	none
NS_15_OP_AD_668	none	none
NS_15_OP_BD_001	none	none
NS_15_OP_BD_002	none	none
NS_15_OP_BD_003	none	none
NS_15_OP_BD_005	none	none
NS_15_OP_BD_006	none	none
NS_15_OP_BD_007	none	none
NS_15_OP_BD_008	none	none
NS_15_OP_BD_009	none	none
NS_15_OP_BD_010	none	none
NS_15_OP_BD_011	none	none
NS_15_OP_BD_012	none	none
NS_15_OP_BD_013	none	none
NS_15_OP_BD_014	none	none
NS_15_OP_BD_017	none	none
NS_15_OP_BD_018	none	none
NS_15_OP_BD_019	none	none
NS_15_OP_BD_020	none	none
NS_15_OP_BD_021	none	none
NS_15_OP_BD_023	none	none
NS_15_OP_BD_025	none	none
NS_15_OP_BD_026	none	none
NS_15_OP_BD_028	none	none
NS_15_OP_BD_030	none	none
NS_15_OP_BD_031	none	none
NS_15_OP_BD_032	none	none
NS_15_OP_BD_033	none	none
NS_15_OP_BD_034	none	none
NS_15_OP_BD_035	none	none
NS_15_OP_BD_036	none	none
NS_15_OP_BD_037	NSant_11_SS_0606	none
NS_15_OP_BD_038	none	none
NS_15_OP_BD_039	none	none
NS_15_OP_BD_040	none	none
NS_15_OP_BD_041	none	none
NS_15_OP_BD_042	none	none
NS_15_OP_BD_043	none	none
NS_15_OP_BD_044	none	none
NS_15_OP_BD_045	none	none
NS_15_OP_BD_047	none	none
NS_15_OP_BD_050	none	none
NS_15_OP_BD_051	none	none
NS_15_OP_BD_052	none	none
NS_15_OP_BD_053	none	none
NS_15_OP_BD_054	none	none
NS_15_OP_BD_055	none	none
NS_15_OP_BD_056	none	none
NS_15_OP_BD_057	none	none
NS_15_OP_BD_058	none	none
NS_15_OP_BD_059	none	none
NS_15_OP_BD_060	none	none
NS_15_OP_BD_061	none	none
NS_15_OP_BD_062	none	none
NS_15_OP_BD_063	none	none
NS_15_OP_BD_064	none	none
NS_15_OP_BD_065	none	none
NS_15_OP_BD_066	none	none
NS_15_OP_BD_067	none	none
NS_15_OP_BD_068	none	none
NS_15_OP_BD_069	none	none
NS_15_OP_BD_070	none	none
NS_15_OP_BD_071	none	none
NS_15_OP_BD_072	none	none
NS_15_OP_BD_073	none	none
NS_15_OP_BD_074	none	none
NS_15_OP_BD_075	none	none
NS_15_OP_BD_076	none	none
NS_15_OP_BD_077	none	none
NS_15_OP_BD_078	none	none
NS_15_OP_BD_079	none	none
NS_15_OP_BD_081	none	none
NS_15_OP_BD_082	none	none
NS_15_OP_BD_083	none	none
NS_15_OP_BD_084	none	none
NS_15_OP_BD_085	none	none
NS_15_OP_BD_086	none	none
NS_15_OP_BD_087	none	none
NS_15_OP_BD_088	none	none
NS_15_OP_BD_089	none	none
NS_15_OP_BD_090	none	none
NS_15_OP_BD_091	none	none
NS_15_OP_BD_094	none	none
NS_15_OP_BD_095	none	none
NS_15_OP_BD_097	none	none
NS_15_OP_BD_128	none	none
NS_15_OP_BD_129	none	none
NS_15_OP_BD_130	none	none
NS_15_OP_BD_131	none	none
NS_15_OP_BD_132	none	none
NS_15_OP_BD_133	none	none
NS_15_OP_BD_134	none	none
NS_15_OP_BD_135	none	none
NS_15_OP_BD_137	none	none
NS_15_OP_BD_140	none	none
NS_15_OP_BD_141	none	none
NS_15_OP_BD_142	none	none
NS_15_OP_BD_146	none	none
NS_15_OP_BD_147	NS-OP_11_0025	none
NS_15_OP_BD_148	none	none
NS_15_OP_BD_149	none	none
NS_15_OP_BD_151	none	none
NS_15_OP_BD_294	none	none
NS_15_OP_BD_295	none	none
NS_15_OP_BD_296	none	none
NS_15_OP_BD_297	none	none
NS_15_OP_BD_313	none	none
NS_15_OP_BD_315	none	none
NS_15_OP_BD_316	none	none
NS_15_OP_BD_317	none	none
NS_15_OP_BD_319	none	none
NS_15_OP_BD_320	none	none
NS_15_OP_BD_321	none	none
NS_15_OP_BD_323	none	none
NS_15_OP_BD_641	none	none
NS_15_OP_BD_642	none	none
NS_15_OP_BD_643	none	none
NS_15_OP_BD_644	none	NSant_11_SS_0655
NS_15_OP_BD_646	none	none
NS_15_OP_BD_647	none	none
NS_15_OP_BD_648	none	none
NS_15_OP_BD_649	none	none
NS_15_OP_BD_650	none	none
NS_15_OP_BD_652	none	none
NS_15_OP_BD_653	none	none
NS_15_OP_BD_654	none	none
NS_15_OP_BD_655	none	none
OtsAC16NSNT_1003	none	none
OtsAC16NSNT_1004	none	none
OtsAC16NSNT_1005	none	none
OtsAC16NSNT_1010	none	none
OtsAC16NSNT_1012	none	none
OtsAC16NSNT_1015	none	none
OtsAC16NSNT_1016	none	none
OtsAC16NSNT_1020	none	none
OtsAC16NSNT_1026	none	none
OtsAC16NSNT_1031	none	none
OtsAC16NSNT_1035	none	none
OtsAC16NSNT_1040	none	none
OtsAC16NSNT_1041	none	none
OtsAC16NSNT_1043	none	none
OtsAC16NSNT_1046	none	none
OtsAC16NSNT_1047	none	none
OtsAC16NSNT_1048	none	none
OtsAC16NSNT_1049	none	none
OtsAC16NSNT_1051	none	none
OtsAC16NSNT_1059	none	none
OtsAC16NSNT_1067	none	none
OtsAC16NSNT_1140	none	NS-OP_13_0146
OtsAC16NSNT_1143	none	none
OtsAC16NSNT_1150	none	none
OtsAC16NSNT_1155	none	none
OtsAC16NSNT_1159	none	none
OtsAC16NSNT_1168	none	none
OtsAC16NSNT_1171	none	NS_SS_13_0135
OtsAC16NSNT_1172	none	NS-SS_12_0070
OtsAC16NSNT_1174	none	none
OtsAC16NSNT_1175	none	none
OtsAC16NSNT_1181	none	none
OtsAC16NSNT_1183	none	none
OtsAC16NSNT_1186	none	none
OtsAC16NSNT_1191	none	none
OtsAC16NSNT_1210	none	none
OtsAC16NSNT_1212	none	none
OtsAC16NSNT_1217	none	none
OtsAC16NSNT_1219	none	NS-OP_13_0597
OtsAC16NSNT_1221	none	none
OtsAC16NSNT_1224	none	NS-SS_12_0070
OtsAC16NSNT_1230	none	none
OtsAC16NSNT_1240	none	none
OtsAC16NSNT_1241	none	none
OtsAC16NSNT_1242	none	none
OtsAC16NSNT_1244b	none	none
OtsAC16NSNT_1245	none	NS-OP_12_0144
OtsAC16NSNT_1247	none	none
OtsAC16NSNT_1250	none	none
OtsAC16NSNT_1251	none	none
OtsAC16NSNT_1254	none	none
OtsAC16NSNT_1257	none	none
OtsAC16NSNT_1258	none	none
OtsAC16NSNT_1262	none	none
OtsAC16NSNT_1263	none	none
OtsAC16NSNT_1386	none	none
OtsAC16NSNT_1389	none	none
OtsAC16NSNT_1391	none	none
OtsAC16NSNT_1393	none	none
OtsAC16NSNT_1400	none	none
OtsAC16NSNT_1402	none	none
OtsAC16NSNT_1415	none	none
OtsAC16NSNT_1419	none	none
OtsAC16NSNT_1426	none	none
OtsAC16NSNT_1427	none	none
OtsAC16NSNT_1431	none	none
OtsAC16NSNT_1433	none	none
OtsAC16NSNT_1436	none	none
OtsAC16NSNT_1442	NS-OP_13_1059	none
OtsAC16NSNT_1444	none	none
OtsAC16NSNT_1446	none	none
OtsAC16NSNT_1448	none	none
OtsAC16NSNT_1457	none	none
